|part_of_speech|word_de|word_en|sentence_de|sentence_en
186.001|pronoun|dazu|furthermore
187.001|adjective|eigentlich|real
215.001|preposition|während|while
217.001|pronoun|dafür|for that
231.002|adjective|schön|good
234.002|pronoun|denen (pl, Dativ)|who
240.001|adverb|eben|now
265.001|noun|der Weg|way
270.001|adverb|allerdings|indeed
270.002|adverb|allerdings|certainly
275.001|adverb|deshalb|therefore
276.001|adverb|weit|widely
287.001|noun|das Paar|pair
289.001|adjective|recht|(all) right
289.002|adjective|recht|be fine (with)
290.001|noun|das Recht|law
305.001|noun|die Aufgabe|assignment
305.002|noun|die Aufgabe|job
306.001|adjective|schwer|difficult
329.001|adverb|überhaupt|generally
342.001|conjunction|beziehungsweise (bzw.)|respectively
363.001|adjective|leicht|easy
364.001|adverb|je|ever
375.001|adverb|eher|sooner
375.002|adverb|eher|earlier
375.003|adverb|eher|more likely
378.001|adverb|nachts|nights
394.001|adjective|tatsächlich|real
395.001|noun|der Ort|town
395.002|noun|der Ort|location
404.001|pronoun|mehrere|multiple
408.001|adjective|direkt|straight
409.001|pronoun|daher|from there
409.002|pronoun|daher|therefore
434.001|noun|die Möglichkeit|chance
447.001|noun|die Angst|anxiety
466.001|adverb|früher|in former times
481.001|particle|nämlich|namely
487.001|noun|die Folge|result
490.001|noun|die Verbindung|link
503.001|noun|die Grenze|frontier
522.001|pronoun|dadurch|through it
522.002|pronoun|dadurch|as a consequence
524.001|noun|die Weise|manner
534.001|particle|halt|simply
550.001|adjective|wahrscheinlich|likely
551.001|adverb|wahrscheinlich|likely
578.001|noun|die Menge|quantity
579.001|noun|die Regierung|rule
580.001|noun|die Antwort|reply
583.001|noun|der Zusammenhang|connection
600.002|adverb|zudem|besides
613.001|noun|die Lage|location
625.004|adjective|fest|solid
625.005|adjective|fest|strong
627.001|noun|der Begriff|concept
638.001|adjective|schwierig|hard
664.002|adverb|ziemlich|pretty
667.002|adverb|wobei|whereby
698.001|adverb|gleichzeitig|at the same time
699.001|adjective|knapp|slim
710.001|noun|die Beziehung|relation
715.002|noun|das Auftreten|conduct
715.003|noun|das Auftreten|occurrence
723.001|adjective|wesentlich|fundamental
726.002|adverb|zuletzt|most recently
727.001|adjective|rein|clear
729.001|conjunction|indem|while
735.001|adverb|beispielsweise|such as
736.001|noun|die Bedingung|stipulation
748.001|adjective|echt|real
750.001|noun|die Wirtschaft|commerce
755.002|noun|die Folie|foil
772.001|noun|die Bewegung|motion
776.001|preposition|aufgrund|on the basis of
782.001|noun|das Angebot|supply
801.002|noun|die Reihe|line
805.002|adverb|bloß|simply
809.001|adjective|wirtschaftlich|financial
813.001|adverb|deswegen|therefore
817.003|noun|der Rahmen|framework
832.001|noun|der Anteil|portion
833.001|noun|die Angabe|statement
843.001|adjective|niedrig|base
845.001|noun|der Einsatz|insert
845.003|noun|der Einsatz|assignment
848.001|noun|die Erde|ground
857.001|adverb|somit|consequently
857.002|adverb|somit|therefore
881.001|adjective|speziell|specific
890.001|adjective|absolut|absolute(ly)
890.002|adjective|absolut|complete(ly)
920.001|noun|das Meer|ocean
923.002|adverb|durchaus|absolutely
927.001|adjective|fremd|strange
929.001|noun|der Fehler|mistake
930.001|adverb|mittlerweile|since then
977.001|adjective|wissenschaftlich|scholarly
980.001|noun|die Bindung|attachment
985.003|noun|der Abschnitt|passage
989.001|adjective|übrig|remaining
1000.002|adverb|es ist egal|indifferent
1024.001|noun|das Tor|gate
1025.001|noun|der Betrieb|business
1029.002|noun|die Klasse|grade
1038.001|noun|der Ausdruck|term
1044.001|noun|der Chef|head
1044.002|noun|der Chef|leader
1058.001|noun|die Ruhe|peace
1059.001|noun|die Darstellung|description
1059.002|noun|die Darstellung|depiction
1060.001|adjective|ruhig|quiet
1078.001|adverb|hinaus|beyond
1091.001|adjective|total|complete
1095.001|noun|das Band|tape
1096.001|noun|der Band|tome
1099.002|pronoun|diejenige|that
1102.001|noun|der Schluss|conclusion
1103.001|adverb|anschließend|subsequent
1109.001|noun|der Ansatz|attempt
1143.003|noun|der Rest|balance
1147.002|adjective|riesig|great
1147.003|adjective|riesig|tremendous
1147.004|adjective|riesig|giant
1147.005|adjective|riesig|massive
1147.006|adjective|riesig|humongous
1148.001|adjective|heutig|present-day
1155.001|adverb|her|from (something)
1163.001|noun|der Aufbau|structure
1170.001|noun|die Macht|strength
1194.002|noun|das Vertrauen|faith
1198.001|adjective|unmittelbar|direct
1199.001|noun|der Bund|association
1210.001|noun|der Zeitpunkt|(point in) time
1231.001|noun|der Haushalt|budget
1243.001|adverb|heraus|out
1248.001|noun|die Ausbildung|development
1249.001|noun|der Wagen|carriage
1260.002|noun|das Konzept|plan
1267.002|adjective|staatlich|national
1279.003|noun|der Kern|main focus
1292.001|noun|die Nachricht|message
1332.001|noun|die Anwendung|use
1343.001|noun|die Technik|technique
1351.001|noun|der Fußball|soccer ball
1375.001|noun|das Leid|grief
1405.003|adjective|selbstverständlich|obvious
1405.003|adjective|selbstverständlich|obvious
1437.001|noun|die Gewalt|force
1479.002|noun|die Aufnahme|snapshot
1491.002|noun|die Bahn|way
1628.001|noun|der Kurs|exchange rate
1640.001|preposition|anhand|with the aid of
1647.001|adjective|reich|abundant
1666.001|noun|die Bestimmung|purpose
1666.002|noun|die Bestimmung|fate
1689.001|noun|die Fläche|surface
1696.001|noun|der Umgang|contact
1698.001|noun|der Lehrstuhl|chair
1700.001|noun|der Vorschlag|proposal
1716.001|noun|die Spannung|tension
1719.002|noun|das Bad|spa
1727.001|noun|die Spitze|point
1728.001|noun|das Gerät|tool
1728.002|noun|das Gerät|piece of equipment
1737.001|noun|das Reich|kingdom
1744.001|noun|der Ton|sound
1744.002|noun|der Ton|clay
1750.001|noun|die Tätigkeit|work
1751.001|noun|die Landschaft|countryside
1753.001|noun|der Arbeitsplatz|job
1763.001|noun|die Schicht|class
1773.001|noun|die Führung|management
1773.002|noun|die Führung|command
1785.001|noun|die Branche|line of business


1791.001|noun|der Alltag|workday|Der Alltag beginnt mit viel Kaffee.|The workday starts with lots of coffee.
1791.002|noun|der Alltag|everyday life|Der Alltag in der Stadt ist laut.|Everyday life in the city is loud.
1792.001|noun|der Umsatz|sales|Der Umsatz stieg im letzten Quartal.|The sales increased last quarter.
1793.001|noun|der Verband|association|Der Verband organisierte das Event.|The association organized the event.
1795.001|noun|die Regelung|settlement|Die Regelung wurde schnell umgesetzt.|The settlement was quickly implemented.
1799.001|noun|die Gestalt|shape|Die Gestalt des Baumes war beeindruckend.|The shape of the tree was impressive.
1799.002|noun|die Gestalt|form|Die Gestalt der Wolken erinnerte an Tiere.|The form of the clouds resembled animals.
1806.001|noun|der Vorwurf|reproach|Der Vorwurf war völlig ungerecht.|The reproach was completely unfair.
1807.001|adjective|erforderlich|necessary|Die Anmeldung ist erforderlich.|The registration is necessary.
1808.001|noun|die Haltung|attitude|Seine Haltung war sehr positiv.|His attitude was very positive.
1810.001|noun|die Stimmung|atmosphere|Die Stimmung war entspannt und freundlich.|The atmosphere was relaxed and friendly.
1811.001|adjective|zufällig|by chance|Ich traf ihn zufällig im Supermarkt.|I met him by chance in the supermarket.
1813.001|noun|das Fach|compartment|Das Fach war leer und ungenutzt.|The compartment was empty and unused.
1819.001|noun|die Auflage|condition|Die Auflage ist für alle verbindlich.|The condition is binding for everyone.
1819.002|noun|die Auflage|plating|Die Auflage des Tischs ist aus Holz.|The plating of the table is made of wood.
1827.001|adverb|ab|away|Das Schiff fährt ab morgen ab.|The ship sails away tomorrow.
1829.001|noun|der Vorgang|process|Der Vorgang dauert nur wenige Minuten.|The process takes only a few minutes.
1837.001|adjective|gegenseitig|each other|Wir haben gegenseitig geholfen.|We helped each other.
1839.001|noun|die Stufe|level|Die nächste Stufe ist schwerer.|The next level is harder.
1840.001|noun|das Urteil|sentence|Das Urteil war gerecht und klar.|The sentence was fair and clear.
1843.001|adjective|vollkommen|perfect|Das Bild ist vollkommen schön.|The picture is perfectly beautiful.
1845.001|adjective|massiv|solid|Der Tisch ist aus massivem Holz.|The table is made of solid wood.
1845.002|adjective|massiv|severe|Das Problem ist massiv und dringend.|The problem is severe and urgent.
1854.001|adjective|super|super|Das Konzert war einfach super!|The concert was just super!
1856.001|noun|die Erzählung|narration|Die Erzählung war spannend und fesselnd.|The narration was exciting and captivating.
1859.001|noun|die DNA|deoxyribonucleic acid|Die DNA liefert wichtige Beweise.|The DNA provides important evidence.
1865.001|noun|die Brust|breast|Die Brust war verletzt und schmerzte.|The breast was injured and hurt.
1872.001|noun|das Fleisch|flesh|Das Fleisch war frisch und lecker.|The flesh was fresh and tasty.
1876.001|noun|das Volumen|total amount|Das Volumen des Pakets ist groß.|The total amount of the package is large.
1883.001|noun|die Perspektive|prospects|Die Perspektive für das Projekt ist gut.|The prospects for the project are good.
1886.001|noun|die Tasche|pocket|Die Tasche ist voll mit Büchern.|The pocket is full of books.
1888.001|noun|die Beamte|civil servant|Der Beamte arbeitet im Rathaus.|The civil servant works at the town hall.
1890.001|adjective|schmal|slender|Der Pfad war schmal und steinig.|The path was slender and rocky.
1891.001|noun|der Streit|fight|Der Streit dauerte nicht lange.|The fight didn’t last long.
1892.001|adjective|spannend|exciting|Das Buch war spannend und interessant.|The book was exciting and interesting.
1897.001|adverb|insofern|as far as that goes|Insofern ist die Entscheidung klar.|As far as that goes, the decision is clear.
1897.002|adverb|insofern|therefore|Es ist spät, insofern gehen wir nach Hause.|It is late; therefore, we go home.
1905.001|noun|der Unterricht|instruction|Der Unterricht beginnt um acht Uhr.|The instruction begins at eight o’clock.
1907.001|noun|das Niveau|standard|Das Niveau der Prüfung war hoch.|The standard of the test was high.
1909.001|noun|die Prüfung|examination|Die Prüfung war sehr schwierig.|The examination was very difficult.
1909.002|noun|die Prüfung|test|Der Test dauerte nur eine Stunde.|The test took only one hour.
1911.001|adjective|seltsam|peculiar|Das Verhalten war seltsam und unerwartet.|The behavior was peculiar and unexpected.
1917.001|adverb|ausgerechnet|of all people|Ausgerechnet er hat das Problem gelöst.|Of all people, he solved the problem.
1919.001|noun|die Störung|interruption|Die Störung dauerte nur wenige Minuten.|The interruption lasted only a few minutes.
1920.001|noun|die Aktion|action|Die Aktion war mutig und erfolgreich.|The action was brave and successful.
1923.001|noun|die Auseinandersetzung|quarrel|Die Auseinandersetzung endete schnell.|The quarrel ended quickly.
1925.001|noun|die Ausgabe|distribution|Die Ausgabe der Bücher war gut organisiert.|The distribution of the books was well-organized.
1925.002|noun|die Ausgabe|edition|Die neue Ausgabe des Magazins ist da.|The new edition of the magazine is here.
1925.003|noun|die Ausgabe|expense|Die Ausgaben waren höher als geplant.|The expenses were higher than planned.
1930.001|noun|die Anlage|complex|Die Anlage umfasst mehrere Gebäude.|The complex includes several buildings.
1930.002|noun|die Anlage|investment|Seine Anlage brachte hohe Gewinne.|His investment yielded high profits.
1930.003|noun|die Anlage|attachment|Die Anlage zur E-Mail ist wichtig.|The attachment to the email is important.
1938.001|noun|die Rechnung|calculation|Die Rechnung war schwer nachzuvollziehen.|The calculation was hard to follow.
1938.002|noun|die Rechnung|invoice|Bitte begleichen Sie die Rechnung.|Please settle the invoice.
1939.001|noun|der Übergang|crossing|Der Übergang war schwer zu finden.|The crossing was hard to find.
1948.001|noun|der Beweis|proof|Der Beweis war klar und eindeutig.|The proof was clear and convincing.
1956.001|noun|das Eis|ice cream|Ich hätte gern ein Vanille-Eis.|I would like vanilla ice cream.
1958.001|adjective|westlich|west|Die Stadt liegt westlich von Berlin.|The city is west of Berlin.
1959.001|adjective|geistig|mental|Die geistige Gesundheit ist wichtig.|Mental health is important.
1962.001|adjective|optimal|best possible|Das war die optimale Lösung für uns.|That was the best possible solution for us.
1969.001|noun|der Anwalt|attorney|Der Anwalt sprach für seinen Mandanten.|The attorney spoke for his client.
1973.001|noun|die Ansicht|view|Die Ansicht des Berges war wunderschön.|The view of the mountain was beautiful.
1974.001|noun|die AG (Aktiengesellschaft)|incorporated company|Die AG plant neue Investitionen.|The incorporated company plans new investments.
1981.001|noun|die Hochschule|college|Die Hochschule bietet viele Studiengänge an.|The college offers many programs.
1982.001|noun|die Umsetzung|transfer|Die Umsetzung der Idee war erfolgreich.|The transfer of the idea was successful.
1986.002|noun|das Wesen|creature|Die seltsame Kreatur blieb unentdeckt.|The strange creature remained undiscovered.
